0,209012	5711	10
0,2640151	9320	20
0,298017	15700	50
0,4160238	21265	100
0,6910395	35687	200
1,1090634	57112	500
1,6900967	82971	1000
2,7541575	120184	2000
6,5463744	229785	5000
11,0296308	372962	10000
25,8064761	606590	20000
70,5100329	1166961	50000
124,7941378	1918678	100000
231,1532212	3174462	200000
719,4751516	6307653	500000
1,4620836	35687	200
5,7033263	118869	2000
